2023-06-05 22:11:00,579 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-06-05 22:11:00,649 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-06-05 22:11:00,649 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-06-05 22:11:00,649 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-06-05 22:11:00,649 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-06-05 22:11:00,659 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-06-05 22:11:00,659 INFO  SwAddin.cs: 201 - Setting up command manager
2023-06-05 22:11:00,659 INFO  SwAddin.cs: 204 - Adding command manager
2023-06-05 22:11:00,659 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-06-05 22:11:00,659 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-06-05 22:11:00,659 INFO  SwAddin.cs: 210 - Adding event handlers
2023-06-05 22:11:00,669 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-06-05 22:20:12,120 INFO  SwAddin.cs: 294 - Assembly export called for file robot_assembly.SLDASM
2023-06-05 22:20:12,120 INFO  SwAddin.cs: 299 - Save is required
2023-06-05 22:20:12,120 INFO  SwAddin.cs: 313 - Saving assembly
2023-06-05 22:20:12,981 INFO  SwAddin.cs: 316 - Opening property manager
2023-06-05 22:20:13,031 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_assembly.SLDASM
2023-06-05 22:20:13,041 INFO  ExportHelperExtension.cs: 1136 - Found 60 in robot_assembly.SLDASM
2023-06-05 22:20:13,041 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_assembly.SLDASM
2023-06-05 22:20:13,041 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-05 22:20:13,051 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-06-05 22:20:13,051 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-3
2023-06-05 22:20:13,051 INFO  ExportHelperExtension.cs: 1136 - Found 32 in motor-3
2023-06-05 22:20:13,051 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-3
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-2
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1136 - Found 32 in motor-2
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-2
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from chassis_V1-1
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1136 - Found 48 in chassis_V1-1
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in chassis_V1-1
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2023-06-05 22:20:13,061 INFO  ExportHelperExtension.cs: 1136 - Found 29 in wheel-1
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from circuit-1
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1136 - Found 27 in circuit-1
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in circuit-1
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-2
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1136 - Found 29 in wheel-2
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-2
2023-06-05 22:20:13,071 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from battery-1
2023-06-05 22:20:13,081 INFO  ExportHelperExtension.cs: 1136 - Found 31 in battery-1
2023-06-05 22:20:13,081 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in battery-1
2023-06-05 22:20:13,081 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot_assembly.SLDASM
2023-06-05 22:20:13,091 INFO  ExportHelperExtension.cs: 1136 - Found 60 in robot_assembly.SLDASM
2023-06-05 22:20:13,091 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot_assembly.SLDASM
2023-06-05 22:20:13,091 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-05 22:20:13,091 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-06-05 22:20:13,091 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from motor-3
2023-06-05 22:20:13,151 INFO  ExportHelperExtension.cs: 1136 - Found 32 in motor-3
2023-06-05 22:20:13,151 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in motor-3
2023-06-05 22:20:13,151 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from motor-2
2023-06-05 22:20:13,151 INFO  ExportHelperExtension.cs: 1136 - Found 32 in motor-2
2023-06-05 22:20:13,151 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in motor-2
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from chassis_V1-1
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1136 - Found 48 in chassis_V1-1
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in chassis_V1-1
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-1
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1136 - Found 29 in wheel-1
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-1
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from circuit-1
2023-06-05 22:20:13,161 INFO  ExportHelperExtension.cs: 1136 - Found 27 in circuit-1
2023-06-05 22:20:13,171 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in circuit-1
2023-06-05 22:20:13,171 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-2
2023-06-05 22:20:13,171 INFO  ExportHelperExtension.cs: 1136 - Found 29 in wheel-2
2023-06-05 22:20:13,171 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-2
2023-06-05 22:20:13,171 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from battery-1
2023-06-05 22:20:13,171 INFO  ExportHelperExtension.cs: 1136 - Found 31 in battery-1
2023-06-05 22:20:13,171 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in battery-1
2023-06-05 22:20:13,507 INFO  SwAddin.cs: 339 - Loading config tree
2023-06-05 22:20:13,517 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-06-05 22:20:13,527 INFO  SwAddin.cs: 344 - Showing property manager
2023-06-05 22:20:32,236 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-06-05 22:20:32,466 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-06-05 22:21:14,697 INFO  SwAddin.cs: 294 - Assembly export called for file robot_assembly.SLDASM
2023-06-05 22:21:14,697 INFO  SwAddin.cs: 299 - Save is required
2023-06-05 22:21:14,697 INFO  SwAddin.cs: 313 - Saving assembly
2023-06-05 22:21:14,981 INFO  SwAddin.cs: 316 - Opening property manager
2023-06-05 22:21:14,981 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_assembly.SLDASM
2023-06-05 22:21:14,991 INFO  ExportHelperExtension.cs: 1136 - Found 60 in robot_assembly.SLDASM
2023-06-05 22:21:14,991 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_assembly.SLDASM
2023-06-05 22:21:14,991 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-06-05 22:21:14,991 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-06-05 22:21:14,991 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-3
2023-06-05 22:21:14,991 INFO  ExportHelperExtension.cs: 1136 - Found 32 in motor-3
2023-06-05 22:21:14,991 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-3
2023-06-05 22:21:15,001 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motor-2
2023-06-05 22:21:15,001 INFO  ExportHelperExtension.cs: 1136 - Found 32 in motor-2
2023-06-05 22:21:15,001 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motor-2
2023-06-05 22:21:15,001 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from chassis_V1-1
2023-06-05 22:21:15,001 INFO  ExportHelperExtension.cs: 1136 - Found 48 in chassis_V1-1
2023-06-05 22:21:15,001 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in chassis_V1-1
2023-06-05 22:21:15,011 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2023-06-05 22:21:15,011 INFO  ExportHelperExtension.cs: 1136 - Found 29 in wheel-1
2023-06-05 22:21:15,011 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2023-06-05 22:21:15,011 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from circuit-1
